species|Leaf shape: 5. leaf base|First historical record: 1. date|After-ripening requirement|Root depth: 1. type|Root persistence|Stomata: 1. surfaces present|Sepal number|Range: 3. continents where native|Range: 2. european countries where introduced|Age at first flowering|Incompatibility systems|Photosynthetic pathway|Vegetative reproduction/persistence: 2. pattern|Ellenberg: Temperature|Soil pH: 2. extreme minimum|Leaf lamina thickness: 1. range|Seed viability|Drought Tolerance|Height: 4. typical minimum (cm)|Chromosome number(s): 1. number|Maximum seedbank density (m2)|Change Index|Heteromorphy|Flow|Soil moisture: 3. supply|Lemma|Minimum temperature germination|Ellenberg: Continetality|Seed/ovule ratio|Cleistogamy|Dispersal agent|Height: 2. extreme minimum (cm)|Response to vertebrate grazing|Soil moisture: 1. water table|Normal method of propagation|Stomata: 3. density on upper surface (no/mm2)|Mono/poly-carpic|Longevity of stems (yrs)|Seedbank type|Petal no|Dynamics|Max. Stem Diameter (mm)|Pollen viability|Leaf shape: 6. petiole|Flowering time: 2. latest month|Germination requirements 3. temperature fluctuation|Petal (sepal) size (cm)|Mature leaf N concentration (mg/g)|rgr|Ellenberg Indicator: Salt|Altitude: 1. maximum recorded (m)|Seed production: 2. typical range (/flower)|Pollen vector|Status|Life Form: normal state|Soil pH: 1. extreme maximum|Exposure|Southern European Limit (Latitude, 5C band)|Response to drought|Ellenberg Indicator: Light|Northern Limit in Britain|Ellenberg Indicator: Nitrogen|Annual seed dispersal|Continentality|Dispersule size - length of longest axis (mm)|Nutrition|Stems: 2. support|Height: 3. typical maximum (cm)|Seed weight: 1. maximum (mg)|Minimum temperature at which 50% seeds germinate|Seedbank density: recorded values|Time of seed dispersal (season)|Water pH: 4. typical minimum|EW Index|Life-form|First historical record: 2. site|Leaf shape: 8. maximum petiole length (mm)|Ellenberg: pH|Inflorescence type|Ellenberg : Moisture|number of European countries in which native|July mean temperature|Heterophylly|Fine root diameter (um)|Altitude: 2. minimum recorded (m)|Leaf longevity: 2. number of months|Maximum depth of leaves|Maximum temperature of germination|2C DNA content (pg)|SN Index|British distribution (post 1949 records)|Seedbank longevity|Germination requirements 2. light|Mean seedbank density (m2)|Vegetative reproduction/persistence: 1. method|Dicliny|Germination type|Fertilization|Clonality: normal state|Rarity Status|Seed production: 1. maximum (/flower)|Mature leaf P concentration (mg/g)|Fossil record: 1. earliest record|Root hairs|Leaf shape: 1. type|Stamen number|Leaf shape: 4. length versus breadth|Root depth: 2. depth (cm)|Glume, upper|Photoperiodism: 1. type|Maximum temperature at which 50% seeds germinate|Conservation Status|Pollen: 1. mono/di-morphic|Heavy metal resistance|Life Form: less frequent state|Seedling growth rate - maximum (/d)|Physical defences on leaves|Medicinal Use|Response to frost (non-woody tissue)|Physical defences on stems|Leaf position|Southern European Limit|Flower colour|Time of germination (season)|Clonality: less frequent state|Auricle|Water nutrients|Seed production: 3. typical range (/plant)|Mean Spore Diameter (Pteridophytes) (µ m )|Soil pH: 4. typical minimum|Northern European Limit (Lat,5C band)|Stomata: 2. density on lower surface(no/mm2)|Flowering time: 1. earliest month|Water pH: 3. typical maximum|Leaf folding|Pollen: 2. diameter (um)|Spread|Germination requirements 1. chilling|Leaf area (cm2)|Carpel/Style number|Waterlogging tolerance|Response to frost (seedlings)|Water pH: 2. extreme minimum|Physical defences on flowers/fruits|Soil nutrients|Glume lower|Pollen/ovule ratio|Seed size - length of longest axis (mm)|Stomata 4: density, surface indeterminate (no/mm2)|Water pH: 1. extreme maximum|Mean plant dry mass(mg)|Leaf shape: 2. outline|Appendages on dispersal unit|Leaf shape: 7. minimum petiole length (mm)|Stigma number|Leaf shape: 3. pointed/round|Carnivory|Range: 4. continents where introduced|Height 5: Mean (cm)|Soil pH: 3. typical maximum|Photoperiodism: 2. threshold value (h)|Altitude: 4. typical minimum (m)|Palea|Leaf longevity: 1. type|Shade|Annual precipitation|Seed weight: 3. mean (mg)|Seed weight: 2. minimum (mg)|January mean temperature|Ligule|Flowering time: 3. peak month|Stems: 1. woodiness|Root hair length (mm)|Root system|Height: 1. extreme maximum (cm)|Minimum seedbank density (m2)|Shade tolerance|Range: 1. european countries where native|Dichogamy|Inbreeding (%)|Rgr max|Biome|Soil moisture: 2. drainage|Physical defences on buds|Salinity|Typical abundance where naturally occurring|Fossil record: 2. earliest postglacial record|Eastern Limit|id|genus|family|myFert3|myFert5|myFertGen|myHeavyMet|myPlantAtRange|myPlantAtRarity|myRarityCombined|myEBergL|myEBergF|myEBergR|myEBergN|myEBergS|myPlantAtNativeStatus|myPlantAtConservationStatus|myPlantAtChangeIndex|myPlantAtHeight|myPlantAtLen|myPlantAtPern1|myPlantAtPern2|myPlantAtLife1|myPlantAtLife2|myPlantAtWood|myPlantAtClone1|myPlantAtClone2|myPlantAtMajorBiome|myPlantAtEastLim|myPlantAtCont|myPlantAtTjan|myPlantAtTjul|myPlantAtPrecip|myLocalRarity
lathyrus_pratensis|cuneate|1629||||both, both|5|Africa, Asia, Europe||||C3||5, 5x|5.2||||30|12, 14, 16, 21, 28, 42, 7, 8, 9|120|-0.17|||||||||explosive mechanism, unspecialised||||seed and vegetative|60.5, 73|polycarpic|<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|5|declining|||petiolate|8||1.4||0.73|0, 0, 1|457|1-10|insect|native|Hemicryptophyte|7.78||<45||7, 7, 7|No|5, 6, 6||Not continental|3.3|autotrophic|tendrils|120||||autumn, summer|6.28|4.5|hemicryptophyte|Cliffe, Kent||6, 6, 7|raceme|6, 6, 6|30|14.5|none||0||||11.9, 14.7|3.66|||none|60|rhizomes|hermaphrodite|hypogeal|normally cross|Rhizome far creeping|Present|6||||compound|10|shorter than broad||||28|||none||0.104|soft hairs|||soft hairs||No|yellow|autumn, spring||||38||6.36|>65|69.77, 76|5|7.1||38.5|height = width||1-10|1|||5.97|glabrous, soft hairs|fertile|||3.3||8.02|1540|entire|||1|pointed|does not kill insects|North America||7.68||0||aestival|none|1079.0|11.48, 12.8, 13.6||3.6|||non-woody||||17|||||0.73|Boreo-Temperate|||salt-affected|frequent||Euro-Siberian|810510200|lathyrus||mixed|normally cross|generally cross|none|3589.0|n|n|7.0|6.0|6.0|5.0|0.0|N||-0.17|80.0||p||hc||h|Rhiz2||5|4||3.6|14.5|1079.0|frequent
lathyrus_sativus||||||both|5|||||||||||||14||||||||||||||||171.65||||5|||||||1.8||||||||||||||||||||||||||||||||raceme||||||||||16.8|||||||||||||||||10|||||||||||||||||white|||||||||149.45||||||||1|||||||||||||||1||||||||||||||||||||||||||||||||||810510440|lathyrus||||||||||||||||||||||||||||||||
lathyrus_sylvestris|cuneate|1579||||both|5|Africa, Europe||||C3||6, 6|||||100|14||-0.36||||||4||||||||167||<1||5||||petiolate|8||1.6|||0, 0, 0|91|10-100|insect|native|Hemicryptophyte|||<45||7, 7, 7|No|2, 2, 4||Not continental||autotrophic|tendrils|200||||||5.5|hemicryptophyte|Greenhithe, Kent||7, 8, 8|raceme|4, 4, 4|25|16.0|none||0||||22.95, 24.3|1.71||||||hermaphrodite|||Rhizome shortly creeping|Present|14||||compound|10|shorter than broad|||||||none|||glabrous|||glabrous||No|pink-purple|spring|||||||60-65|103|6||||height = width||10-100|1||||glabrous|fertile, very fertile|||||||entire|||1|pointed|does not kill insects|||||0|||light, mid, none|835.0|37||4.0|||non-woody||||||||||Temperate||||||European|810510320|lathyrus|||||none|450.0|n|n|7.0|4.0|8.0|2.0|0.0|N||-0.36|200.0||p||hc||h|Rhiz1||7|3||4.0|16.0|835.0|
lathyrus_tuberosus|cuneate||||||5|Eu, West Asia||||||6, 6|||||50|14||||||||6|||||||seeds||polycarpic|||5||||petiolate|||1.6|||0, 1||1-10|insects|||||||7, 7||4, 5|||4.3|autotrophic|tendrils|120||||||||||8, 8|raceme|4, 4~|||none||||||18.6, 18.60||||||tubers|hermaphrodite|||||6||||compound|10|length = breadth||||||||||glabrous||resistant|glabrous|||red-purple|||||||4.8|||||||ht = width|||1||||glabrous||||4.3||||entire|||1|round|Does not kill insects|||7.6|||||||30.3||||7|not woody||||||||||||labrous|||||810510270|lathyrus||||||187.0|||6.0|5.0|7.0|6.0|0.0|AN||-0.99|120.0||p||Gn||h|Rhiz2||7|4|c|3.8|16.0|776.0|
laurus_nobilis|cuneate|||||lower|0||||||||||||ht = width|42, 48|||||||||||birds|||||||100-500||cream||||petiolate|||0.5|19|||||insects|||||||||||||autotrophic|self supporting|15|||||||phanerophyte||6||solitary||||none||||||6.1, 6.10|||||||dioecious|||||||||simple|10|1-3x as broad as long||||||||||none||resistant|none|||4|||||||||||||38.7|||10-100|1||||none||||18|270.0|||toothed|||1|pointed|does not kill insects|||||||evergreen|fertile, none, some||270, 508|||||woody|||18|||||||||none|||||650010010|laurus||||||218.0|||6.0|5.0|7.0|6.0|0.0|AN|||600.0||p||Ph||w|0||0|3||4.7|16.0|942.0|
lavandula_x_intermedia=l_angustifolia_x_l_latifolia|||||||5|||||||||||||||||||||||||||||||||5|||||||1.05||||||||||||||||||||||||||||||||whorl|||||||||||||||||||||||||||4|||||||||||||||||lilac|||||||||||||||||1|||||||||||||||2||||||||||||||||||||||||||||||||||920007866|lavandula||||||||||||||||||||||||||||||||
malva_arborea|cordate|1640||deep||both|5|Europe||24-52 weeks||C3|no ramets|||0.2-0.5|some non-viable||60|36, 42||1.2||||||||||30||permanently low|seed, seed|55|monocarpic, monocarpic|1-2||5||||petiolate|9||1.7|||3|152|1-10|insect|native|Nanophanerophyte||exposed|<45|resists|9|Yes|8|regular|Not continental|3|autotrophic|self-supporting|150||||autumn, autumn, summer||6.87|hemicryptophyte|Bristol||7|raceme|6|14|15.5|none||0|2-6|||3.35|1.56|133||partial||none|hermaphrodite|epigeal||Little or no vegetative spread|Present|9|||present|simple|numerous|length = width|10-50||||||none||0.109|soft hairs||sensitive|soft hairs||No|pink-purple|autumn, spring, spring||||1000-10000|||55-60|156|6||||height > width|none|100-1000|numerous||sensitive, sensitive||glabrous, soft hairs|very fertile, very fertile|||||||lobed and toothed|||numerous|rounded|does not kill insects|||||10||semi-evergreen|none|1023.0|0.0107, 12.69||5.4||7, 8|woody at base||tap root|320||||protandrous|||Mediterranean-Atlantic|free-draining||brackish, salt-affected|scattered||Oceanic|1060060030|malva||outcrossing|outcrossing|generally cross|none|||n||||||||||||||||||||||||scattered
malva_pseudolavatera|cordate||||||5|Europe||||C3|no ramets||||||50|40-44, c. 112||0.15|||||||||||||seed||||transient|5||||petiolate|7||1.5|||0|||insect|native|Therophyte|||||9|No|5||Not continental||autotrophic|self-supporting|150||||||7.35|hemicryptophyte, therophyte|||5|racemose panicle|4|15|16.0|none|||||||0.96|||||none|hermaphrodite|||Little or no vegetative spread||||||simple|numerous|length = width|||||||none||||||soft hairs||No Data|lilac||||||||||6||||height = width|||numerous||||glabrous, soft hairs|infertile, very infertile|||||||lobed and toothed|||numerous|rounded|does not kill insects||||||||none|875.0|||5.2|||non-woody||||||||||Mediterranean-Atlantic||||frequent||Oceanic|1060060010|malva|||||none|||||||||||||||||||||||||||frequent
malva_preissiana|||||||5|||||||||||||||||||||||||||||||||5|||||||1.85||||||||||||||||||||||||||||||||cluster|||||||||||||||||||||||||||numerous|||||||||||||||||lilac|||||||||||||||||numerous|||||||||||||||numerous||||||||||||3.287, 5.01||||||||||||||||||||||920008112|malva||||||||||||||||||||||||||||||||
lavatera_thuringiaca|||||||5|||||||6, 6||||||||||||||4||||||||||||5||||||||||1, 1||||||||||7, 7||6, 7||||||||||||||||7x, nan||4, 5||||||||||||||||||||||||||numerous||||||||||||||||||||||||||||||||||numerous|||||||||||||||numerous||||||||||||||||||||||||||||||||||1060060080|lavatera||||||||||||||||||||||||||||||||
malva_trimestris|||||||5|||||||7, nan||||||||||||||||||||||||||5|||||||3.25|||0, nan||||||||||7, nan||6, nan||||||||||||||||7, nan|solitary|4, nan||||||||||||||||||||||||||numerous|||||||||||||||||pink|||||||||||||||||numerous|||||||||||||||numerous||||||||||||4.9962, 5.4||||||||||||||||||||||1060060100|malva||||||||||||||||||||||||||||||||
ledum_palustre|parallel-sided, rounded|||||||Europe, North America|||none|C3||||||0.53||26, 52|1295||||||||||||||vegetative||polycarpic||short-term persistent, transient|||||petiolate|7|||||||10-100|insect|native|||||||||regular|||autotrophic|self-supporting|100||||||2.81|phanerophyte||||||9||none|||||||3.93|||absolute|1295||hermaphrodite||normally self|||||||simple||>3 times as long as wide|||||||none|||dense hairs|||dense hairs|||||||||||||6||||height = width|none|0.1-1|1|4.27||||infertile, very infertile|||2||||entire||||pointed|does not kill insects||||||||light, mid, none||0.0060, 0.02|||||woody||||1295|2.66||homogamous||||||||||1320060010|ledum||mixed|normally self|generally self|none|||||||||||||||||||||||||||
leersia_oryzoides|parallel-sided|1844|||||0|Asia, Europe, North America|||none|C3||6, 6|||||30|48|7866|-0.4||||0.5||3||entirely cleistogamous|||||||||long-term persistent, seedbank present, type uncertain, short-term persistent|0|declining|||sheathing|10|partial|0|||0, 0, 1|||selfed|native|Hemicryptophyte|||<45||7, 8, 8|No|7, 8, 8||Not continental||autotrophic|self-supporting|100||||||4.59|helophyte|Sussex|0|7, 8, 8|panicle|10, 9, 9|24|16.5|none|||||||0.57||||2713|rhizomes|hermaphrodite||normally self|Rhizome far creeping|Rare|||||simple|3|>3 times as long as wide||0|||Endangered||none||||||||No|green|summer|||||||60-65||8||||height = width||1-10, 10-100|2|||||very fertile|0||||||entire, entire||0|2|pointed|does not kill insects||||||0.5||none|766.0|0.9692, 1.064, 9.1||4.2|0.15||non-woody||fibrous|150|8|||homogamous|||Temperate||||||European|1931300010|leersia|poaceae|mixed|normally self|generally self|none|21.0|r|r|8.0|9.0|8.0|7.0|0.0|N|EN|-0.4|90.0||p||hc||h|Rhiz2||7|3||4.2|16.5|766.0|
legousia_hybrida|cuneate|1597|||||5|Africa, Asia, Europe, Macaronesia||||C3|no ramets||||||5|20|971|-0.6|||||||||||||seed|||<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|5|declining|||sessile|8||0.35|||0||10-100|insect|native|Therophyte|||||7|No|4||Not continental||autotrophic|self-supporting|30||||||2.85|therophyte|Greenhithe, Kent|0|7|cyme|4|20|16.0|none||0|||||1.62||||155|none|hermaphrodite|||Little or no vegetative spread||81||||simple|5|1-3 times as long as wide|50-100||||||none|||stiff hairs|||stiff hairs||No Data|lilac|autumn, spring, winter||||100-1000|||||5||||height > width||0.1-1|1|||||infertile, very infertile|||||||entire||0|3|rounded|does not kill insects|||||0|||none|717.0|0.252, 0.34||3.7|||non-woody||||26|||protandrous|||Southern Temperate||||scattered||European|1680050030|legousia||outcrossing|outcrossing|generally cross|none|552.0|||7.0|4.0|7.0|4.0|0.0|AR||-0.6|30.0||a||Th||h|0||8|3||3.7|16.1|717.0|scattered
legousia_speculum_veneris|||||||5|||||||||||||||||||||||||||||||||5|||||||0.875||||||||||||||||||||||||||||||||cyme|||||||||||||||||||||||||||5|||||||||||||||||lilac|||||||||||||||||1|||||||||||||||3||||||||||||0.1676||||||||||||||||||||||1680050040|legousia||||||||||||||||||||||||||||||||
lemna_gibba|not applicable|1778|none||||0|Africa, Asia, Australasia, Europe, North America, South America||||C3|ramets not connected|6, 6||||||40, 50, 64||0.07||nil, slight||||3||||||||||||0|increasing|||not applicable|||0|||1, 1, 1||||native|Perennial hydrophyte|||<45||7, 8, 8|No|8, 8, 8||Not continental||autotrophic||||||||3.23|hydrophyte|Worcestershire|not applicable|7, 8, 8|solitary|11, 11, 11|27|16.0|not applicable||0||||1|2.14|||absolute||buds, turions|monoecious|||Fragmenting as part of normal growth|Present||||absent|absent|1|not applicable|||long-day||||none|||||||floating|No|green|spring, summer|||eutrophic, mesotrophic||||60-65|||||22|not applicable||0.1-1|0||||||||||||not applicable||not applicable|1|not applicable|does not kill insects||||||||none|739.0|||3.8|||non-woody||||||||||Southern Temperate|||salt-affected|scattered||European|1960020020|lemna|||||none|692.0|n|n|7.0|11.0|7.0|8.0|1.0|N||0.07||0.5|p||Hy||h|Frag||8|3||3.8|16.0|739.0|scattered
lemna_minor|not applicable|1562||||upper|0|Europe||||C3|ramets not connected|5, 5x|5|||||40, 42, 50||0.6||nil, slight||||3|||||||vegetative||||transient|0|increasing|||not applicable|7||0||2.06|0, 1, 1|502||insect|native|Perennial hydrophyte|7.36||<45||7, 7, 7|No|6, 6, 6||Not continental||autotrophic|||||||5.51|4.27|hydrophyte||not applicable|6x, 7, nan|solitary|11, 11, 11|31|15.0|not applicable||0||||1.2|2.99|||||buds|monoecious|||Fragmenting as part of normal growth|Present||||absent|absent|1|not applicable|||long-day||||none||0.35||swelling, wounds|||floating|No|green|spring, summer|||eutrophic, mesotrophic, oligotrophic|||5.33|>65||6|6.61|||not applicable||0.1-1|0|||5.17|||||0.6||7.08||not applicable||not applicable|1|not applicable|does not kill insects|||6.59|10.5|0||semi-evergreen|light, none|986.0|||3.7|||non-woody|||||||markedly protandrous||2.45|Southern Temperate|||salt-affected|dominant||Circumpolar|1960020030|lemna||outcrossing|outcrossing|generally cross|none|2977.0|n|n|7.0|11.0|7.0|6.0|0.0|N||0.6||0.4|p||Hy||h|Frag||8|6||3.7|14.9|986.0|dominant
lemna_minuta|not applicable|1977|||||0|North America, South America||||C3|ramets not connected|6, nan||||||40||||||||||||||||||||0||||not applicable|||0|||0, 1, nan||||naturalised|Perennial hydrophyte|||||7, 7, nan|No|6, 7, nan||Not continental||autotrophic||||||||3.19|hydrophyte|Coe Fen, Cambridgeshire|not applicable|6, 7, nan|solitary|11, 11, nan||16.0|not applicable|||||||1.2|||||buds|monoecious|||Fragmenting as part of normal growth||||||absent|1|not applicable|||||||none|||||||floating|No Data|green||||||||||||||not applicable||<0.1|0||||||||||||not applicable||not applicable|1|not applicable|does not kill insects|Europe||||||||787.0|||4.1|||non-woody||||||||||Mediterranean|||fresh|dominant||Hyperoceanic|1960020069|lemna|||||none|553.0|||7.0|11.0|7.0|7.0|0.0|AN||||0.3|p||Hy||h|Frag|||||4.1|16.1|787.0|dominant
spirodela_polyrhiza|not applicable|1724||||upper|0|Africa, Asia, Australasia, Europe, North America, South America||||C3|ramets not connected|6, 6||||||40||-0.18||nil||||5||||||||||||0|declining|||not applicable|7||0|||1, 1, 1||||native|Perennial hydrophyte|||||7, 7, 7|No|6, 7, 7||Not continental||autotrophic||||||||3.47|hydrophyte||not applicable|6, 6, 7|solitary|11, 11, 11|24|16.0|not applicable||||||0.6|1.76|||||turions|monoecious|||Fragmenting as part of normal growth|Present||||absent|absent|1|not applicable|||||||none|||||||floating|No Data|green||||mesotrophic||||||7||||not applicable||0.1-1|0||||||||||||not applicable||not applicable|1|not applicable|does not kill insects||||||||none|768.0|||3.9|||non-woody||||||||||Southern Temperate||||scattered||Circumpolar|1960030018|spirodela|||||none|636.0|n|n|7.0|11.0|7.0|7.0|1.0|N||-0.18||0.8|p||Hy||h|Frag||8|6||3.9|15.9|768.0|scattered
lemna_trisulca|not applicable|1597||||none|0|Africa, Asia, Australasia, Europe, North America||||C3|ramets not connected|6, 6||||||40, 44||-0.21||mid, nil, slight||||3|||||||||||transient|0|increasing|||not applicable|7||0|||0, 0, 1||||native|Perennial hydrophyte|||<45||7, 7, 7|No|5, 5, 6||Not continental||autotrophic||||||||3.28|hydrophyte|London|not applicable|7, 7, 7|solitary|12, 12, 12|26|15.5|not applicable||||||0.92|2.39|||||buds|monoecious|||Fragmenting as part of normal growth|Present||||absent|absent|1|not applicable|||||||none|||||||floating, submerged|No|green|spring, summer|||mesotrophic||||>65||5|||24|not applicable||0.1-1|0||||||||1||||not applicable||not applicable|1|not applicable|does not kill insects|||||||semi-evergreen|light, none|832.0|||3.8|||non-woody||||||||||Temperate||||frequent||Circumpolar|1960020010|lemna|||||none|1533.0|n|n|7.0|12.0|7.0|5.0|0.0|N||-0.21||1.0|p||Hy||h|Frag||7|6||3.8|15.5|832.0|frequent
lens_culinaris|||||||5|||||||||||||||||||||||||||||||||5|||||||0.55||||||||||||||||||||||||||||||||||||||||||8.4|||||||||||||||||10|||||||||||||||||white|||||||||||||||||1|||||||||||||||1||||||||||||27||||||||||||||||||||||810500020|lens||||||||||||||||||||||||||||||||
leontodon_autumnalis|cuneate|1570|||||0|Africa, Asia, Europe, North America|||none|C3|patch-forming||||||5|12, 24|4238|1.33|||||||||wind||||seed||polycarpic|<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|5|increasing|||petiolate|10||1.45|||1|975|10-100|insect|native|Hemicryptophyte|||<45||8|No|4||Not continental|10.5|autotrophic|decumbent, self-supporting|60||18||autumn, summer||4.44|hemicryptophyte|Rochester||6|capitulum|6|27|14.0|none||0||||2.32, 2.7, 6.0|3.94||1-5 yrs||300|branching root stock|hermaphrodite|epigeal|cross and self|Little or no vegetative spread|Present|60||||simple|5|>3 times as long as wide||||32|||none|||glabrous, hairy|||||No|yellow|autumn, spring|||||||>65||6||||height = width||10-100|1||||glabrous, hairy, soft hairs|fertile|||4.5||||lobed|pappus||2|rounded|does not kill insects|||||0||evergreen|none|1103.0|0.7, 0.70||3.5|||non-woody||||3||||||Boreo-Temperate|||salt-affected|||European|1691590040|leontodon|compositae|mixed|mixed|mixed|none|3726.0|n|n|8.0|6.0|6.0|4.0|1.0|N||1.33|60.0||p||hc||h|0||5|3||3.5|14.4|1103.0|
leontodon_hispidus|cuneate|1634|none|deep|||0|Asia, Europe||1-2 yrs||C3|patch-forming|5x, nan|||high||10|14|1735|-0.59||||||3|||wind||||seed and vegetative||polycarpic|<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|5||||petiolate|9||1.35|20-30|0.89|0, 0, 0|600||insect|native|Hemicryptophyte|||<45||7, 8, 8|No|3, 6, 6||Not continental|13.5|autotrophic|self-supporting|60||12||autumn, summer||4.34|hemicryptophyte|||6, 7, 7|capitulum|4, 5, 5|24|15.0|none||0|2-6|||5.0, 5.2|2.65||3-12 months|partial|194|root buds|hermaphrodite|epigeal|apomictic, obligatory cross|Little or no vegetative spread|Present||1-2|||simple|5|1-3 times as long as wide, >3 times as long as wide||||32|||none||0.127|stiff hairs|||||No|yellow|spring|||||||>65||6||||height = width||10-100|1||||hairy, soft hairs|infertile|||6.5||||lobed, toothed|pappus||2|rounded|does not kill insects|||||0||aestival|none|918.0|0.85, 1.1, 1.25||3.6|||non-woody||tap root||6|||||0.89|Temperate|||salt-affected|||European|1691590120|leontodon|compositae||||none|1972.0|n|n|8.0|4.0|7.0|3.0|0.0|N||-0.59|35.0||p||hc||h|0||7|3||3.6|15.2|918.0|
leontodon_saxatilis|cuneate||none||||0|Europe||||C3|||||||2.5|10, 8|910|0.21|||||||||wind|||||||<1|seedbank present, type uncertain, short-term persistent, transient|5||||petiolate|9||1.15|||0|502||insect|native|Hemicryptophyte|||<45||8|Yes|3||Not continental||autotrophic|self-supporting|30||||||4.65|hemicryptophyte|||6|capitulum|5|21|15.0|none||0||||1.7|2.1||3-12 months||371|||||Little or no vegetative spread|Present|||||simple|5|1-3 times as long as wide, >3 times as long as wide|||||||none|||glabrous, hairy|||||No|yellow|autumn, spring, summer|||||||55-60||6||||height = width|||1||||glabrous, hairy, soft hairs|fertile|||5||||toothed|||2|pointed, rounded|does not kill insects|||||0||evergreen|none|960.0|0.478, 0.5835||4.0|||non-woody||||75||||||Southern Temperate|||salt-affected|||Suboceanic|1691590250|leontodon|compositae||||none|2216.0|n|n|8.0|5.0|6.0|3.0|0.0|N||0.21|20.0||p||hc||h|0||8|2||4.0|15.3|960.0|
leonurus_cardiaca|||||||5|||||||6, 6||||||||||||||6||||||||||||5|||||||1|||0, 1||||||||||7, 8||8, 9||||||100||||||||||7, 8|whorl|5, 5|||||||||1.61|||||||||||||||||4|||||||||||||||||pink|||||||||||||||||1|||||||||||||||2||||||||||||0.765, 1||||||||||||||||||||||1510130010|leonurus||||||||||||||||||||||||||||||||
lepidium_bonariense|||||||4|||||||||||||||||||||||||||||||||4|||||||0.05|||||||||||||||||||||40|||||||||||raceme|||||||||||||||||||||||||||2|||||||||||||||||white|||||||||||||||||1|||||||||||||||2||||||||||||0.236, 0.298||||||||||||||||||||||680800110|lepidium|brassicaceae|||||||||||||||||||||||||||||||
lepidium_campestre|cuneate, sagittate|1570|||||4|Asia, Europe||||C3|no ramets|6, 6|||||20|16|50|-0.7||||||3|||||||seed|||<1|long-term persistent, short-term persistent|4|declining|||clasping, petiolate|8||0.175|||0, 0, 0|228|||native|Therophyte|||||7, 7, 7|No|5, 6, 6||Not continental|2.5|autotrophic|self-supporting|60||||||3.77|therophyte|||7, 8, 8|raceme|4, 4, 4|27|16.0|developmental||0|||||1.92||||50|none|hermaphrodite|||Little or no vegetative spread||||||simple|6|1-3 times as long as wide|||||||none|||soft hairs|||soft hairs||No Data|white|spring|||||||||5||||height > width|||1|||||fertile, very fertile|||2.5||||toothed|mucilage|0|2|pointed|does not kill insects|North America||||0||hibernal|none|801.0|2.313, 2.34||3.8|||non-woody||||50|||weakly protogynous|||Temperate||||||European|680800010|lepidium|brassicaceae||||none|913.0|||7.0|4.0|7.0|6.0|0.0|AR||-0.7|40.0||a||Th||h|0||7|3||3.8|15.8|801.0|
lepidium_draba_subsp_chalepense|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2||||||||||||1.2292||||||||||||||||||||||333|lepidium|brassicaceae|||||||||||||||||||||||||||||||
lepidium_draba_subsp_draba|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2||||||||||||||||||||||||||||||||||920000333|lepidium|brassicaceae|||||||||||||||||||||||||||||||
lepidium_graminifolium|||||||4|||||||||||||||||||||||||||||||||4|||||||0.15||||||||||||||||||||||||||||||||raceme|||||||||||||||||||||||||||6|||||||||||||||||white|||||||||||||||||1|||||||||||||||2||||||||||||0.2568||||||||||||||||||||||2987|lepidium|brassicaceae|||||||||||||||||||||||||||||||
lepidium_heterophyllum|cuneate, sagittate|1670|||||4|Europe||||C3||7, 7|||||10|16||-0.51||||||1||||||||||<1||4|declining|||clasping, petiolate|||0.325|||0, 0, 1|381|||native|Hemicryptophyte|||<45||7, 8, 8|Yes|4, 5, 6||Not continental|2|autotrophic|decumbent|45||||||5.79|hemicryptophyte|||5, 6, 6|raceme|4, 5, 5|7|15.0|developmental||0|||||3.23|||||branching root stock||||Little or no vegetative spread|Present|||||simple|6|1-3 times as long as wide|||||||none|||soft hairs|||soft hairs||No|white||||||||55-60||5||||height > width|||1||||soft hairs|fertile, infertile, very infertile|||2||||toothed|mucilage|0|2|pointed|does not kill insects|Australasia, North America||||0||evergreen|none|1074.0|0.1632, 2.1644, 3.0832||3.8|||non-woody||||||||||Southern Temperate||||||Oceanic|680800030|lepidium|brassicaceae||||none|1440.0|n|n|7.0|4.0|5.0|4.0|0.0|N||-0.51|50.0||b|p|hc||h|0||8|1||3.8|14.7|1074.0|
lepidium_hyssopifolium|||||||4|||||||||||||||||||||||||||||||||4|||||||minute|||||||||||||||||||||30|||||||||||raceme|||||||||||||||||||||||||||6|||||||||||||||||green|||||||||||||||||1|||||||||||||||2||||||||||||0.2578, 0.36||||||||||||||||||||||920004487|lepidium|brassicaceae|||||||||||||||||||||||||||||||
