year,reference,family,genus,species,m.d.g,latitude,hemisphere,biome,growth,life.history,si,mean.tm,References
2006,Hirao et al. 2006. Seasonal changes in pollinator activity influence pollen dispersal and seed production of the alpine shrub Rhododendron aureum. MOLECULAR ECOLOGY 15 (4): 1165_1173  (Ericaceae),Ericaceae,Rhododendron,aureum,D,43.55,N,,3,1,1,0.8,Hirao et al. 2006. Seasonal changes in pollinator activity influence pollen dispersal and seed production of the alpine shrub Rhododendron aureum. MOLECULAR ECOLOGY 15 (4): 1165_1173  (Ericaceae)
2003,"da Silva, R. M., G. Bandel, and P. S. Martins. 2003. Mating system in an experimental garden composed of cassava (Manihot esculenta Crantz) ethnovarieties. Euphytica 134:127_135.",Euphorbiaceae,Manihot,esculenta,D,22.72,S,8,3,4,1,0.915,"da Silva, R. M., G. Bandel, and P. S. Martins. 2003. Mating system in an experimental garden composed of cassava (Manihot esculenta Crantz) ethnovarieties. Euphytica 134:127_135."
2011,"Graz_yna Korbecka, Alastair Hamilton and John R. Pannell. 2011. Mixed mating in androdioecious Mercurialis annua inferred using progeny arrays and diploid_acting microsatellite loci in a hexaploid background. Annals of Botany 107: 1057_1061.",Euphorbiaceae,Mercurialis,annua,D,35.95,N,6,1,1,,0.58,
1989,"Moran, G. F., O. Muona, and J. C. Bell. 1989. Breeding systems and genetic diversity in Acacia auriculiformis and A. crassicarpa. Biotropica 21:250_256.",Fabaceae,Acacia,crassicarpa,D,11.5,S,5,4,,0,0.96,"Moran, G. F., O. Muona, and J. C. Bell. 1989. Breeding systems and genetic diversity in Acacia auriculiformis and A. crassicarpa. Biotropica 21:250_256."
1956,"Moffett, A. A. 1956. Genetical studies in Acacias. I. The estimation of natural crossing in black wattle. Heredity 10:57_67.",Fabaceae,Acacia,mearnsii,D,,S,,3,4,0,0.84,"Moffett, A. A. 1956. Genetical studies in Acacias. I. The estimation of natural crossing in black wattle. Heredity 10:57_67."
2007,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_256,Fabaceae,Acacia ,anfractuosa,D,35,S,1,3,4,1,0.87,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_256
2007,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_255,Fabaceae,Acacia ,sciophanes,D,30.88,S,1,3,4,1,0.61,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_255
1998,"Young, A. G., and A. H. D. Brown. 1998. Comparative analysis of the mating system of the rare woodland shrub Daviesia suaveolens and its common congener D. mimosoides. Heredity 80:374_381.",Fabaceae,Daviesia,mimosoides,D,36.17,S,6,3,4,0,0.86,"Young, A. G., and A. H. D. Brown. 1998. Comparative analysis of the mating system of the rare woodland shrub Daviesia suaveolens and its common congener D. mimosoides. Heredity 80:374_381."
1998,"Young, A. G., and A. H. D. Brown. 1998. Comparative analysis of the mating system of the rare woodland shrub Daviesia suaveolens and its common congener D. mimosoides. Heredity 80:374_381.",Fabaceae,Daviesia,suaveolens,D,34.94,S,6,3,4,0,0.9,"Young, A. G., and A. H. D. Brown. 1998. Comparative analysis of the mating system of the rare woodland shrub Daviesia suaveolens and its common congener D. mimosoides. Heredity 80:374_381."
2004,"Latouche_Hall_, C., A. Ramboer, E. Bandou, H. Caron, and A. Kremer. 2004. Long_distance pollen flow and tolerance to selfing in a neotropical tree species. Molecular Ecology 13:1055_1064.",Fabaceae,Dicorynia,guianensis,D,5.25,N,8,4,4,,0.887,"Latouche_Hall_, C., A. Ramboer, E. Bandou, H. Caron, and A. Kremer. 2004. Long_distance pollen flow and tolerance to selfing in a neotropical tree species. Molecular Ecology 13:1055_1064."
2010,TaraziETAL2010,Fabaceae,Dipteryx ,alata,D,19.83,S,5,4,4,1,0.711,
2008,HansonETAL2008,Fabaceae,Dipteryx ,panamensis,D,10.45,N,8,4,4,1,0.897,
1986,"Brown, A. H. D., J. E. Grant, and R. Pullen. 1986. Outcrossing and paternity in Glycine argyrea by paired fruit analysis. Biological Journal of the Linnean Society 29:283_294.",Fabaceae,Glycine,argyrea,D,25.9,S,7,2,1,1,0.38,"Brown, A. H. D., J. E. Grant, and R. Pullen. 1986. Outcrossing and paternity in Glycine argyrea by paired fruit analysis. Biological Journal of the Linnean Society 29:283_294."
1991,"Schoen, D. J., and A. H. D. Brown. 1991. Whole- and within_flower self_pollination in Glycine clandestina and G. argyrea and the evolution of autogamy. Evolution 45:1651_1665.",Fabaceae,Glycine,argyrea,D,26.08,S,7,2,1,1,0.47,"Schoen, D. J., and A. H. D. Brown. 1991. Whole- and within_flower self_pollination in Glycine clandestina and G. argyrea and the evolution of autogamy. Evolution 45:1651_1665."
1991,"Schoen, D. J., and A. H. D. Brown. 1991. Whole- and within_flower self_pollination in Glycine clandestina and G. argyrea and the evolution of autogamy. Evolution 45:1651_1665.",Fabaceae,Glycine,clandestina,D,35.54,S,2,2,2,1,0.29,"Schoen, D. J., and A. H. D. Brown. 1991. Whole- and within_flower self_pollination in Glycine clandestina and G. argyrea and the evolution of autogamy. Evolution 45:1651_1665."
2011,Lee ETAL 2011,Fabaceae,Koompassia,malaccensis,D,3.67,N,8,4,4,1,0.89,
2006,"Horneburg 2006. Outcrossing in lentil (Lens culinaris) depends on cultivar, location and year, and varies within cultivars. PLANT BREEDING 125 (6): 638_640 ",Fabaceae,Lens,culinaris,D,51.5,N,6,1,1,,0.019,"Horneburg 2006. Outcrossing in lentil (Lens culinaris) depends on cultivar, location and year, and varies within cultivars. PLANT BREEDING 125 (6): 638_640 "
2005,"Zarate et al. 2005. Genetics of wild and managed populations of Leucaena esculenta_esculenta (Fabaceae; Mimosoideae) in La Montana of Guerrero, Mexico. GENETIC RESOURCES AND CROP EVOLUTION 52 (7): 941_957 ",Fabaceae,Leucaena ,esculenta_esculenta,D,17.28,N,7,4,4,,0.645,"Zarate et al. 2005. Genetics of wild and managed populations of Leucaena esculenta_esculenta (Fabaceae; Mimosoideae) in La Montana of Guerrero, Mexico. GENETIC RESOURCES AND CROP EVOLUTION 52 (7): 941_957 "
2000,"Kittelson, P. M., and J. L. Maron. 2000. Outcrossing rate and inbreeding depression in the perennial yellow bush lupine, Lupinus arboreus (Fabaceae). American Journal of Botany 87:652_660.",Fabaceae,Lupinus,arboreus,D,38.33,N,,3,4,1,0.779,"Kittelson, P. M., and J. L. Maron. 2000. Outcrossing rate and inbreeding depression in the perennial yellow bush lupine, Lupinus arboreus (Fabaceae). American Journal of Botany 87:652_660."
1983,"Horovitz, A., and J. Harding. 1983. Genetics of Lupinus XII. The mating system of Lupinus pilosus. Botanical Gazette 144:276_279.",Fabaceae,Lupinus,pilosus,D,32,N,3,1,1,1,0.3,"Horovitz, A., and J. Harding. 1983. Genetics of Lupinus XII. The mating system of Lupinus pilosus. Botanical Gazette 144:276_279."
2005,Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  ,Fabaceae,Phaseolus,lunatus,D,10,N,8,5,5,1,0.096,Bi et al. 2005. Mating system of wild Phaseolus lunatus L. and its relationship to population size.HEREDITY 94 (2): 153_158  
2002,"Polowick P.L., Vandenberg A., J.D. Mahon. 2002. Field assessment of outcrossing from transgenic pea (Pisum sativum L.) plants. Transgenic Res 11:515_519.",Fabaceae,Pisum,sativum,D,52.17,N,,2,1,,0.001,"Polowick P.L., Vandenberg A., J.D. Mahon. 2002. Field assessment of outcrossing from transgenic pea (Pisum sativum L.) plants. Transgenic Res 11:515_519."
1996,"Hall, P., W. Walker, K. Bawa. 1996. Effect of forest fragmentation on genetic diversity and mating system in a tropical tree, Pithecellobium elegans. Conservation Biology 10(3): 757_768.",Fabaceae,Pithecellobium,elegans,D,10.3,N,8,4,4,,0.978,"Hall, P., W. Walker, K. Bawa. 1996. Effect of forest fragmentation on genetic diversity and mating system in a tropical tree, Pithecellobium elegans. Conservation Biology 10(3): 757_768."
1987,"O'Malley D.M., K.S. Bawa. 1987. Mating system of a tropical rain forest tree species. Amer. J. Bot. 74(8):1143_1149.",Fabaceae,Albizia,pedicellare,D,10.3,N,8,4,4,0,0.951,"O'Malley D.M., K.S. Bawa. 1987. Mating system of a tropical rain forest tree species. Amer. J. Bot. 74(8):1143_1149."
1991,"Murawski DA, JL Hamrick. 1991. The effect of the density of flowering individuals on the mating systems of nine tropical tree species. Heredity 67:167_174.",Fabaceae,Platypodium,elegans,D,9.33,N,8,4,4,,0.911,"Murawski DA, JL Hamrick. 1991. The effect of the density of flowering individuals on the mating systems of nine tropical tree species. Heredity 67:167_174."
2003,"Hufford, K. M., and J. L. Hamrick. 2003. Viability selection at three early life stages of the tropical tree, Platypodium elegans (Fabaceae, Papilionoideae). Evolution 57:518_526.",Fabaceae,Platypodium,elegans,D,9.15,N,7,4,4,,0.78,"Hufford, K. M., and J. L. Hamrick. 2003. Viability selection at three early life stages of the tropical tree, Platypodium elegans (Fabaceae, Papilionoideae). Evolution 57:518_526."
2012,"C. Bessega & C. L. Pometti & M. Ewens & B. O. Saidman & J. C. Vilardi.2012. Strategies for conservation for disturbed Prosopis alba (Leguminosae, Mimosoidae) forests based on mating system and pollen dispersal parameters. Tree Genetics & Genomes  8:277_288.",Fabaceae,Prosopis,alba,D,27.45,S,7,4,4,,1,
2000,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27.",Fabaceae,Prosopis,alba,D,26.5,S,1,4,4,,0.718,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27."
2000,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27.",Fabaceae,Prosopis,chilensis,D,30,S,1,4,4,1,0.809,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27."
2000,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27.",Fabaceae,Prosopis,flexuosa,D,26.3,S,1,4,4,1,0.882,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27."
2000,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27.",Fabaceae,Prosopis,glandulosa,D,26,N,1,4,4,0,0.976,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27."
2000,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27.",Fabaceae,Prosopis,nigra,D,27.5,S,1,4,4,1,1,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27."
2000,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27.",Fabaceae,Prosopis,ruscifolia,D,24.1,S,1,4,4,,0.782,"Bessega, C., L. Ferreyra, N. Julio, S. Montoya, B. Saidman, and J. C. Vilardi. 2000. Mating system parameters in species of genus Prosopis (Leguminosae). Hereditas 132:19_27."
1990,"Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40.",Fabaceae,Robinia,pseudoacacia,D,35,N,6,4,4,0,0.8,"Surles S.E., Hamrick J.L., B.C. Bongarten. 1990. Mating systems in open_pollinated families of black locust, Robinia pseudoacacia. Silvae Genetica 39:35_40."
2004,"Ribeiro and Lovato 2004. Mating system in a neotropical tree species, Senna multijuga (Fabaceae). GENETICS AND MOLECULAR BIOLOGY 27 (3): 418_424  ",Fabaceae,Senna,multijuga,D,19.8,S,8,4,4,,0.689,"Ribeiro and Lovato 2004. Mating system in a neotropical tree species, Senna multijuga (Fabaceae). GENETICS AND MOLECULAR BIOLOGY 27 (3): 418_424  "
1982,Stace H.M. 1982. Breeding systems in Stylosanthes. I. Observations of outcrossing in S. scabra at an alcohol dehydrogenase locus. Austr. J. Agric. Res. 33:87_96.,Fabaceae,Stylosanthes,scabra,D,13.22,S,7,3,4,,0.018,Stace H.M. 1982. Breeding systems in Stylosanthes. I. Observations of outcrossing in S. scabra at an alcohol dehydrogenase locus. Austr. J. Agric. Res. 33:87_96.
1979,"Jain S, P Martins. 1979. Ecological genetics of the colonizing ability of rose clover (Trifolium hirtum All.). Am. J. Bot. 66:361_366",Fabaceae,Trifolium,hirtum,D,40,N,,1,1,,0.046,"Jain S, P Martins. 1979. Ecological genetics of the colonizing ability of rose clover (Trifolium hirtum All.). Am. J. Bot. 66:361_366"
1992,"Molina_Freaner F, SK Jain. 1992. Breeding systems of hermaphroditic and gynodioecious populations of the colonizing species Trifolium hirtum All. in California. Theor Appl Genet 84:155_160",Fabaceae,Trifolium,hirtum,D,39.25,N,,1,1,,0.174,"Molina_Freaner F, SK Jain. 1992. Breeding systems of hermaphroditic and gynodioecious populations of the colonizing species Trifolium hirtum All. in California. Theor Appl Genet 84:155_160"
1973,"Marshall D.R., P. Brou_. 1973. Outcrossing rates in Australian populations of subterranean clover. Aust. J. Agric. Res. 24:863_867.",Fabaceae,Trifolium,subterraneum,D,35.24,S,,1,1,,0.002,"Marshall D.R., P. Brou_. 1973. Outcrossing rates in Australian populations of subterranean clover. Aust. J. Agric. Res. 24:863_867."
2001,"Suso M.J., Pierre J., Moreno M.T., Esnault R., J. Le Guen. 2001. Variation in outcrossing levels in faba bean cultivars: role of ecological factors. J. Agric. Sci. 136:399_405.",Fabaceae,Vicia,faba,D,37.83,N,3,1,1,,0.475,"Suso M.J., Pierre J., Moreno M.T., Esnault R., J. Le Guen. 2001. Variation in outcrossing levels in faba bean cultivars: role of ecological factors. J. Agric. Sci. 136:399_405."
2005,Suso et al. 2005. New strategies for increasing heterozygosity in crops: Vicia faba mating system as a study case. EUPHYTICA 143 (1_2): 51_65 ,Fabaceae,Vicia,faba,D,37.87,N,6,2,1,,0.495,Suso et al. 2005. New strategies for increasing heterozygosity in crops: Vicia faba mating system as a study case. EUPHYTICA 143 (1_2): 51_65 
2004,"Gasim, S., S. Abel, and W. Link. 2004. Extent, variation and breeding impact of natural cross_fertilization in German winter faba beans using hilum colour as marker. Euphytica 136:193_200.",Fabaceae,Vicia,faba,D,51,N,,1,1,,0.542,"Gasim, S., S. Abel, and W. Link. 2004. Extent, variation and breeding impact of natural cross_fertilization in German winter faba beans using hilum colour as marker. Euphytica 136:193_200."
2003,"Wang, K. S. 2003. Relationship between empty seed and genetic factors in European beech (Fagus sylvatica L.). Silva Fennica 37:419_428.",Fagaceae,Fagus,sylvatica,D,51,N,6,4,4,,1.015,"Wang, K. S. 2003. Relationship between empty seed and genetic factors in European beech (Fagus sylvatica L.). Silva Fennica 37:419_428."
2005,Ritand et al. 2005. Isozyme variation and the conservation genetics of Garry oak. Canadian Journal of Botany 83 (11): 1478_1487 ,Fagaceae,Quercus,garryana,D,48.5,N,6,4,4,,0.96,Ritand et al. 2005. Isozyme variation and the conservation genetics of Garry oak. Canadian Journal of Botany 83 (11): 1478_1487 
2008,"Greuk Pakkad, Saneyoshi Ueno, Hiroshi Yoshimaru. 2008. Gene flow pattern and mating system in a small population of Quercus semiserrata Roxb. (Fagaceae). Forest Ecology and Management 255:3819_3826.",Fagaceae,Quercus,semiserrata,D,18.5,N,6,4,4,,0.995,
2006,Fernandez_Manjarres et al. 2006. Mating patterns of black oak Quercus velutina (Fagaceae) in a Missouri oak_hickory forest. JOURNAL OF HEREDITY 97 (5): 451_455 ,Fagaceae,Quercus,velutina,D,38.52,N,6,4,4,,1,Fernandez_Manjarres et al. 2006. Mating patterns of black oak Quercus velutina (Fagaceae) in a Missouri oak_hickory forest. JOURNAL OF HEREDITY 97 (5): 451_455 
2002,"Jesson, L. K., and S. C. H. Barrett. 2002. Enantiostyly in Wachendorfia (Haemodoraceae): The influence of reproductive systems on the maintenance of the polymorphism. American Journal of Botany 89:253_262.",Haemodoraceae,Wachendorfia,brachyandra,M,33.5,S,3,1,4,1,0.488,"Jesson, L. K., and S. C. H. Barrett. 2002. Enantiostyly in Wachendorfia (Haemodoraceae): The influence of reproductive systems on the maintenance of the polymorphism. American Journal of Botany 89:253_262."
2002,"Jesson, L. K., and S. C. H. Barrett. 2002. Enantiostyly in Wachendorfia (Haemodoraceae): The influence of reproductive systems on the maintenance of the polymorphism. American Journal of Botany 89:253_262.",Haemodoraceae,Wachendorfia,paniculata,M,33.5,S,3,1,4,0,0.858,"Jesson, L. K., and S. C. H. Barrett. 2002. Enantiostyly in Wachendorfia (Haemodoraceae): The influence of reproductive systems on the maintenance of the polymorphism. American Journal of Botany 89:253_262."
2002,"Jesson, L. K., and S. C. H. Barrett. 2002. Enantiostyly in Wachendorfia (Haemodoraceae): The influence of reproductive systems on the maintenance of the polymorphism. American Journal of Botany 89:253_262.",Haemodoraceae,Wachendorfia,parviflora,M,33.5,S,3,1,4,,0.345,"Jesson, L. K., and S. C. H. Barrett. 2002. Enantiostyly in Wachendorfia (Haemodoraceae): The influence of reproductive systems on the maintenance of the polymorphism. American Journal of Botany 89:253_262."
2002,"Jesson, L. K., and S. C. H. Barrett. 2002. Enantiostyly in Wachendorfia (Haemodoraceae): The influence of reproductive systems on the maintenance of the polymorphism. American Journal of Botany 89:253_262.",Haemodoraceae,Wachendorfia,thyrsiflora,M,33.5,S,,1,4,0,0.758,"Jesson, L. K., and S. C. H. Barrett. 2002. Enantiostyly in Wachendorfia (Haemodoraceae): The influence of reproductive systems on the maintenance of the polymorphism. American Journal of Botany 89:253_262."
